game,text,label
spain_laliga/2015-2016/2015-09-26 - 17-00 Barcelona 2 - 1 Las Palmas/1,The immediate response from the Camp Nou encouraging their idol to their star,IRRELEVANT
spain_laliga/2016-2017/2016-10-15 - 17-15 Barcelona 4 - 0 Dep. La Coruna/2,Rafinha loves her.,IRRELEVANT
germany_bundesliga/2015-2016/2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich/2,"Danny Lanzer, back in the starting line-up today after muscular problems, is out.",PAST
france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/2,"Pastore, interception",CURRENT
germany_bundesliga/2016-2017/2017-01-29 - 19-30 1. FSV Mainz 05 1 - 1 Dortmund/2,Grew up in Mainz.,IRRELEVANT
spain_laliga/2016-2017/2017-05-06 - 21-45 Granada CF 0 - 4 Real Madrid/1,There he tries it in the center.,CURRENT
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2,it's going to be the new favorite,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla/1,And then he will be back in the Bundesliga.,PAST
france_ligue-1/2016-2017/2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG/2,"Pascal Duprat who continues to encourage his family, he knows that the big blow is very close",IRRELEVANT
italy_serie-a/2015-2016/2015-11-22 - 22-45 Inter 4 - 0 Frosinone/2,Inter earn a throw-in with their hands,CURRENT
europe_uefa-champions-league/2016-2017/2017-04-11 - 18-00 Juventus 3 - 0 Barcelona/2,"Well, Barcelona is either great or loves it or hates it and the fans are coming",IRRELEVANT
italy_serie-a/2016-2017/2016-09-10 - 21-45 Palermo 0 - 3 Napoli/2,"But, nevertheless, a normal goalkeeper should take such balls",CURRENT
france_ligue-1/2016-2017/2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG/1,with the heart julien that we discovered earlier in 7:30 p.m. sport with marie portolano,PAST
italy_serie-a/2016-2017/2017-03-04 - 17-00 AS Roma 1 - 2 Napoli/1,Considering that Roma was still the favorite,IRRELEVANT
italy_serie-a/2016-2017/2016-10-25 - 21-45 Genoa 3 - 0 AC Milan/2,"Well, here, it seems to me, he made a pass after all.",CURRENT
italy_serie-a/2016-2017/2016-12-22 - 22-45 AS Roma 3 - 1 Chievo/1,risky football the fact that Veronese loves it very much does not always work out,IRRELEVANT
england_epl/2015-2016/2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa/1,"Moreover, it can be concluded that they were born on the same day.",IRRELEVANT
italy_serie-a/2016-2017/2016-10-25 - 21-45 Genoa 3 - 0 AC Milan/1,"By the way, this is the last season",PAST
europe_uefa-champions-league/2016-2017/2016-11-01 - 22-45 Manchester City 3 - 1 Barcelona/1,Holds in profile,CURRENT
spain_laliga/2014-2015/2015-04-28 - 21-00 Barcelona 6 - 0 Getafe/2,Luis Enrique and Neymar took advantage of a break earlier to chat for something...,PAST
italy_serie-a/2016-2017/2016-09-16 - 21-45 Sampdoria 0 - 1 AC Milan/1,And he’ll take exactly his favorite spot at right-back.,IRRELEVANT
italy_serie-a/2016-2017/2017-04-23 - 13-30 Sassuolo 2 - 2 Napoli/1,"who supports this attack, the public whistles, it looked like a violation against number 90",IRRELEVANT
spain_laliga/2015-2016/2015-08-29 - 21-30 Barcelona 1 - 0 Malaga/1,passed briefly,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Real Madrid 1 - 0 Paris SG/2,Thiago Mota complains,CURRENT
spain_laliga/2016-2017/2017-02-19 - 22-45 Barcelona 2 - 1 Leganes/1,"Luis Enrique not only supports him in the starting lineup, but today he hands him the handle of the team",IRRELEVANT
germany_bundesliga/2015-2016/2016-04-23 - 16-30 Hertha Berlin 0 - 2 Bayern Munich/2,Idol.,IRRELEVANT
england_epl/2015-2016/2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City/1,than last season,PAST
spain_laliga/2016-2017/2016-08-20 - 19-15 Barcelona 6 - 2 Betis/1,family in Albania,IRRELEVANT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,Idol.,IRRELEVANT
spain_laliga/2016-2017/2017-04-15 - 17-15 Gijon 2 - 3 Real Madrid/2,the cry that was born here 38 years ago,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Benfica 2 - 1 Galatasaray/1,History reached its 34th championship last season.,PAST
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG/2,He tried to put him back in the bath,PAST
france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/2,I saw Ben Arfa on the other side earlier,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/1,an idol,IRRELEVANT
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"Earlier with Ben Arfa,",PAST
france_ligue-1/2016-2017/2016-08-21 - 21-45 Paris SG 3 - 0 Metz/1,a lot to last year's finally,PAST
france_ligue-1/2016-2017/2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier/1,family is the life of shepherd françois zé every saturday you know i think there is even,IRRELEVANT
spain_laliga/2016-2017/2017-05-14 - 21-00 Las Palmas 1 - 4 Barcelona/2,Andrés Iniesta supports the entrance of Roque Mesa.,IRRELEVANT
italy_serie-a/2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/1,This too was born from a ball that seemed to be in Milan's management.,IRRELEVANT
italy_serie-a/2016-2017/2016-12-17 - 20-00 AC Milan 0 - 0 Atalanta/2,He even played his first match for Milan in 2012.,PAST
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/1,"Brode comes from this region, was born in Seeheim-Jugendheim, which is part of the Darmstadt district, so for him it will certainly be a really, really great game, a great challenge and, from his point of view, finally back in the FC Bayern starting eleven.",PAST
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Bayer Leverkusen 4 - 1 BATE/1,Hilbert also supports the attack.,IRRELEVANT
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/1,No wonder it was called the discovery of last season.,PAST
france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/2,he had not taken a yellow card earlier on the free kick that we gave away,PAST
spain_laliga/2016-2017/2017-01-29 - 22-45 Real Madrid 3 - 0 Real Sociedad/1,From Eusebio Sagristán imposed and with excellent performance since last season.,PAST
europe_uefa-champions-league/2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/2,are ahead compared to last season in fact they are two games ahead,PAST
europe_uefa-champions-league/2016-2017/2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid/1,the first yellow of the game,CURRENT
italy_serie-a/2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/1,But he has now moved back in order to find a good position for a forward pass.,PAST
italy_serie-a/2016-2017/2016-09-10 - 21-45 Palermo 0 - 3 Napoli/1,"Gelardin played for Palermo last season, and now Diamanti.",PAST
europe_uefa-champions-league/2016-2017/2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid/1,Vidal loves her,IRRELEVANT
italy_serie-a/2016-2017/2016-10-26 - 21-45 Sassuolo 1 - 3 AS Roma/1,I assure you that you don’t even have to dig into the statistics of last season to understand and remember the last time Konovaro scored.,PAST
england_epl/2014-2015/2015-04-11 - 19-30 Burnley 0 - 1 Arsenal/1,And again the ball back.,CURRENT
spain_laliga/2015-2016/2015-09-26 - 19-15 Real Madrid 0 - 0 Malaga/2,Very good,CURRENT
germany_bundesliga/2016-2017/2017-02-11 - 18-00 Leipzig 0 - 3 Hamburger/2,completely back in the game,PAST
germany_bundesliga/2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/2,"Although Mr Tuchel supports him in principle, a captain is allowed to express his opinion.",IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Bayer Leverkusen 4 - 1 BATE/2,last season.,PAST
italy_serie-a/2016-2017/2017-01-15 - 17-00 Udinese 0 - 1 AS Roma/2,Let's see if it was offside or not,CURRENT
europe_uefa-champions-league/2016-2017/2017-03-07 - 22-45 Napoli 1 - 3 Real Madrid/1,"Looking for the far post there, Carvajal recovers",CURRENT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Barcelona 2 - 1 Bayer Leverkusen/2,footballer who did not have an easy childhood and Luis Enrique goes directly to tell him something,IRRELEVANT
italy_serie-a/2016-2017/2017-05-28 - 19-00 AS Roma 3 - 2 Genoa/1,"Francesco Totti, saying that this is his idol forever.",IRRELEVANT
germany_bundesliga/2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/1,earlier she makes sum,PAST
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/1,Which he loves very much in New York.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Arsenal 2 - 3 Olympiakos Piraeus/1,"And earlier, Pardo, who scored the goal for Olympiacos, suffered.",PAST
france_ligue-1/2016-2017/2017-03-04 - 19-00 Paris SG 1 - 0 Nancy/1,"Even if at the start of the match, with the kick-off, they were a little higher",CURRENT
europe_uefa-champions-league/2015-2016/2015-11-04 - 22-45 Lyon 0 - 2 Zenit Petersburg/2,and when he got up he went back in there,PAST
italy_serie-a/2016-2017/2016-12-17 - 20-00 AC Milan 0 - 0 Atalanta/2,He even played his first match for Milan in 2012.,PAST
italy_serie-a/2016-2017/2016-08-27 - 18-00 Lazio 0 - 1 Juventus/2,"Let's see. Personally, I wish Simon good luck, because, of course, he was a very nice footballer in the past.",PAST
france_ligue-1/2016-2017/2016-12-17 - 19-00 Guingamp 2 - 1 Paris SG/2,also put yourself in their place I'm not going at all then because when we are the holy Paris,CURRENT
europe_uefa-champions-league/2014-2015/2015-05-12 - 21-45 Bayern Munich 3 - 2 Barcelona/2,"Last year Real, they also won the title.",PAST
italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli/1,Who in the previous match against Sandori played one of the three central defenders.,PAST
germany_bundesliga/2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/2,Born for Seredier.,IRRELEVANT
spain_laliga/2015-2016/2015-09-26 - 17-00 Barcelona 2 - 1 Las Palmas/2,last season at this start of the championship,PAST
europe_uefa-champions-league/2016-2017/2017-04-11 - 18-00 Juventus 3 - 0 Barcelona/1,It's in their blood since childhood,IRRELEVANT
italy_serie-a/2016-2017/2017-03-05 - 18-00 Cagliari 1 - 5 Internazionale/1,"Yes, now he has picked up the ball and is rushing Marco forward along the right flank.",CURRENT
germany_bundesliga/2016-2017/2016-12-16 - 22-30 Hoffenheim 2 - 2 Dortmund/2,have less or not,CURRENT
france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/1,bring it more outside thank you laurent lachan we have the explanation by the image of,CURRENT
england_epl/2015-2016/2015-09-26 - 17-00 Leicester 2 - 5 Arsenal/1,but in fact he loves his players,IRRELEVANT
germany_bundesliga/2016-2017/2017-01-28 - 18-00 Leipzig 2 - 1 Hoffenheim/2,Back in the game-forward mode.,PAST
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/1,"And, accordingly, the absence of last year’s backbone, I mean Pirlo, Vidal and Tevez.",PAST
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/1,But there are some who inevitably have a bitter taste from the previous match.,PAST
italy_serie-a/2016-2017/2017-02-19 - 17-00 Chievo 1 - 3 Napoli/2,Pepe Reina,CURRENT
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2,it's going to be the new favorite,IRRELEVANT
italy_serie-a/2016-2017/2016-09-16 - 21-45 Sampdoria 0 - 1 AC Milan/2,In the 86th minute with Napoleon and in the same minute with Ubinese.,CURRENT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Idol.,IRRELEVANT
italy_serie-a/2016-2017/2016-11-27 - 22-45 AS Roma 3 - 2 Pescara/2,"I think he will play it differently, last season he played this for Polermo",PAST
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Shakhtar Donetsk 4 - 0 Malmo FF/1,that leaves this ball short,CURRENT
italy_serie-a/2016-2017/2017-02-19 - 20-00 AS Roma 4 - 1 Torino/2,It is slightly higher than Beloiti.,CURRENT
germany_bundesliga/2016-2017/2016-11-26 - 17-30 Eintracht Frankfurt 2 - 1 Dortmund/1,Idol.,IRRELEVANT
spain_laliga/2016-2017/2017-03-12 - 22-45 Real Madrid 2 - 1 Betis/1,the Manns accumulates the falls in exchange for me as an example that my family,IRRELEVANT
italy_serie-a/2016-2017/2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina/1,the whole Aniele family has.,IRRELEVANT
england_epl/2015-2016/2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City/1,Last season,PAST
italy_serie-a/2016-2017/2016-09-25 - 13-30 Torino 3 - 1 AS Roma/2,and midfielders.,CURRENT
europe_uefa-champions-league/2016-2017/2016-09-13 - 21-45 Dyn. Kiev 1 - 2 Napoli/2,An earlier warning received in such a match is precisely fraught with future removal.,PAST
germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/2,This was also such a borderline situation here.,CURRENT
spain_laliga/2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/1,from luka modric that now the raffle and the throw-in was taken,CURRENT
germany_bundesliga/2014-2015/2015-04-11 - 16-30 Bayern Munich 3 - 0 Eintracht Frankfurt/2,Idol.,IRRELEVANT
england_epl/2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/1,perfectly Debussy,CURRENT
france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/1,"Obviously this is a very special match for the Nice team who last year already came to the park full of ambition with Ben Arfa at the top, they were 3rd in Ligue 1 and they had been corrected by Laurent Blanc's PSG and Zlatan Ibrahimovic, they lost 4 goals to 1 that evening.",PAST
germany_bundesliga/2016-2017/2016-12-20 - 18-00 Bayern 3 - 0 Leipzig/1,in the last season in Munich,PAST
spain_laliga/2016-2017/2016-08-27 - 21-15 Real Madrid 2 - 1 Celta Vigo/1,The former Manchester City player also loves him.,IRRELEVANT
europe_uefa-champions-league/2016-2017/2017-04-18 - 21-45 Real Madrid 4 - 2 Bayern Munich/2,That Madrid had them in the first half,CURRENT
england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/1,Dawson is not fine,CURRENT
spain_laliga/2016-2017/2016-11-06 - 14-00 Real Madrid 3 - 0 Leganes/1,so the game comes back in 35,PAST
spain_laliga/2016-2017/2017-03-04 - 22-45 Barcelona 5 - 0 Celta Vigo/1,It seems that Messi,CURRENT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/2,more than 10 years in fact he's a player who made a good debut last year he's the he's the youngest player to have signed for more than a year,PAST
italy_serie-a/2016-2017/2017-03-19 - 22-45 AS Roma 3 - 1 Sassuolo/1,Then Gadzetto gave sports,CURRENT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/1,He was born in 92nd year.,IRRELEVANT
france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG/2,the indestructible plazil there too we don't know if this is his last season with the,PAST
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
germany_bundesliga/2016-2017/2017-01-29 - 19-30 1. FSV Mainz 05 1 - 1 Dortmund/2,loves it in the Ritten Lothar Busch dasivus Eskung вс Orthonomy.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG/1,Lewicki was born in Malmeux.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Arsenal 2 - 3 Olympiakos Piraeus/2,but he's pulled it back in the end for a free kick to Olympiacos.,PAST
france_ligue-1/2016-2017/2016-11-20 - 18-00 Saint Etienne 0 - 1 Nice/2,Cardo Pereira who was caught on Monnet-Paquet's first feint earlier,PAST
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma/1,No?,CURRENT
italy_serie-a/2016-2017/2017-05-14 - 16-00 Torino 0 - 5 Napoli/2,feisty Crotone.,CURRENT
spain_laliga/2016-2017/2017-01-15 - 22-45 Sevilla 2 - 1 Real Madrid/1,He has covered Ben Yedder to arrive and complicate things.,CURRENT
germany_bundesliga/2016-2017/2017-02-04 - 20-30 Dortmund 1 - 0 RB Leipzig/2,"In the past, he has invited another delegate to the show before the Ocon song.",PAST
england_epl/2015-2016/2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa/2,"Last season, Brandon Rogers, when the team was in crisis",PAST
spain_laliga/2016-2017/2016-10-02 - 17-15 Real Madrid 1 - 1 Eibar/2,the indication of his assistant,CURRENT
italy_serie-a/2016-2017/2016-11-20 - 22-45 AC Milan 2 - 2 Inter/1,he was on our team.,CURRENT
germany_bundesliga/2015-2016/2015-09-20 - 18-30 Dortmund 3 - 0 Bayer Leverkusen/1,Last season there was a big lack in the utilization of opportunities.,PAST
germany_bundesliga/2016-2017/2016-11-26 - 17-30 Eintracht Frankfurt 2 - 1 Dortmund/2,That’s just the thing with Eintracht Frankfurt right now.,CURRENT
germany_bundesliga/2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/2,"and to be honest, it does not look like FC Bayern Munich will be back in the near future.",PAST
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/1,Ronaldo loves her.,IRRELEVANT
england_epl/2015-2016/2015-09-26 - 17-00 Leicester 2 - 5 Arsenal/1,understood last year's match well,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/2,Idol.,IRRELEVANT
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Napoli 0 - 0 Dyn. Kiev/1,Having won back in the away match against Beshektas.,PAST
spain_laliga/2016-2017/2016-08-20 - 19-15 Barcelona 6 - 2 Betis/2,Sergi Roberto,CURRENT
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Napoli 0 - 0 Dyn. Kiev/1,family,IRRELEVANT
spain_laliga/2016-2017/2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol/1,Messi opens.,CURRENT
italy_serie-a/2016-2017/2016-11-05 - 22-45 Napoli 1 - 1 Lazio/2,"Well, Inzaghi already worked last season with Lazo, with Osnovy, when Pioli was fired.",PAST
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/1,big favorite it is also following the campaign of friendly matches on one side Bastia and many,IRRELEVANT
france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/2,"Meunier goes around in the back, Savoie, then on the left, Yannick Boussard, Amin, and it's the match!",CURRENT
italy_serie-a/2016-2017/2017-03-19 - 22-45 AS Roma 3 - 1 Sassuolo/1,"In 2014, together with the Roman Primavera.",PAST
italy_serie-a/2016-2017/2016-11-26 - 22-45 Empoli 1 - 4 AC Milan/2,He is 23 years old because he made his debut for Liverpool in 2012,PAST
europe_uefa-champions-league/2016-2017/2016-09-28 - 21-45 Napoli 4 - 2 Benfica/2,He grew up as a football player at the level of the Italian national team.,IRRELEVANT
france_ligue-1/2016-2017/2017-04-02 - 18-00 Nice 2 - 1 Bordeaux/2,It's the end of the season.,CURRENT
italy_serie-a/2016-2017/2016-09-21 - 21-45 AS Roma 4 - 0 Crotone/2,"Well, here’s another move that Tati has already performed in this match",CURRENT
italy_serie-a/2016-2017/2017-04-24 - 21-45 Pescara 1 - 4 AS Roma/1,The Adriatico Stadium was named after the famous Italian hurdler Giovanni Cornaker in 2009.,PAST
germany_bundesliga/2016-2017/2017-05-13 - 16-30 FC Augsburg 1 - 1 Dortmund/1,individual moments lives the few moments that existed could both use earlier ball win for,PAST
france_ligue-1/2016-2017/2016-10-01 - 18-00 Paris SG 2 - 0 Bordeaux/2,"Yes, it was quite curious instead of putting it forward",CURRENT
italy_serie-a/2016-2017/2017-03-05 - 18-00 Cagliari 1 - 5 Internazionale/1,This show has started.,CURRENT
france_ligue-1/2016-2017/2017-02-18 - 18-00 Lorient 0 - 1 Nice/2,Ohio,CURRENT
france_ligue-1/2016-2017/2017-03-04 - 19-00 Paris SG 1 - 0 Nancy/1,It was the famous 9-0 of last season.,PAST
spain_laliga/2016-2017/2017-02-26 - 22-45 Villarreal 2 - 3 Real Madrid/2,Now that I see it.,CURRENT
europe_uefa-champions-league/2016-2017/2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid/2,And from here a very good opportunity was born.,IRRELEVANT
germany_bundesliga/2016-2017/2016-12-17 - 18-00 Leipzig 2 - 0 Hertha/1,And then he's back in the middle.,PAST
germany_bundesliga/2016-2017/2016-09-20 - 21-00 Wolfsburg 1 - 5 Dortmund/2,Audience favorite in Dortmund.,IRRELEVANT
europe_uefa-champions-league/2016-2017/2016-09-28 - 21-45 Napoli 4 - 2 Benfica/2,He grew up as a football player at the level of the Italian national team.,IRRELEVANT
